cb,trademark,model,diameter,gain
21,ANDREW CORPORATION,KP13-19B,3.9,36.2
21,ANDREW CORPORATION,KP13F-19,3.9,36.2
21,ANDREW CORPORATION,KP13F-19B,3.9,36.2
21,ANDREW CORPORATION,KP3F-19,0.9,24.1
21,ANDREW CORPORATION,KP4-19A,1.2,26.5
21,ANDREW CORPORATION,KP4F-19,1.2,26.4
21,ANDREW CORPORATION,KP6-19B,1.8,30.2
21,ANDREW CORPORATION,KP6F-19,1.8,30.2
21,ANDREW CORPORATION,KP6F-19B,1.8,30.3
21,ANDREW CORPORATION,KP8-19B,2.4,31.9
21,ANDREW CORPORATION,KP8F-19,2.4,31.8
21,ANDREW CORPORATION,P10F-19C,3.0,33.8
21,ANDREW CORPORATION,P2F-19,0.6,20.5
21,ANDREW CORPORATION,P4F-19,1.2,25.7
21,ANDREW CORPORATION,P4F-19D,1.2,25.7
21,ANDREW CORPORATION,PL10-19D,3.0,33.9
21,ANDREW CORPORATION,PL10F-19,3.0,33.8
21,ANDREW CORPORATION,PL12-19F,3.6,35.5
21,ANDREW CORPORATION,PL12F-19,3.6,35.4
21,ANDREW CORPORATION,PL15-19E,4.5,37.4
21,ANDREW CORPORATION,PL15F-19,4.5,37.4
21,ANDREW CORPORATION,PL4-19C,1.2,25.8
21,ANDREW CORPORATION,PL6-19C,1.8,29.5
21,ANDREW CORPORATION,PL6F-19,1.8,29.4
21,ANDREW CORPORATION,PL8-19D,2.4,32.0
21,ANDREW CORPORATION,PL8F-19,2.4,31.9
21,ANDREW CORPORATION,PXL10-19,3.0,33.9
21,ANDREW CORPORATION,PXL10-19D,3.0,33.9
21,ANDREW CORPORATION,PXL10F-19,3.0,33.9
21,ANDREW CORPORATION,PXL12-19,3.6,35.5
21,ANDREW CORPORATION,PXL12-19D,3.6,35.5
21,ANDREW CORPORATION,PXL15-19,4.5,37.4
21,ANDREW CORPORATION,PXL15-19D,4.5,37.4
21,ANDREW CORPORATION,PXL8-19,2.4,32.0
21,ANDREW CORPORATION,PXL8-19D,2.4,32.0
21,ANDREW CORPORATION,PXL8F-19,2.4,32.0
21,ANDREW CORPORATION,UHP10-19,3.0,33.7
21,ANDREW CORPORATION,UHP10F-19,3.0,33.7
21,ANDREW CORPORATION,UHP10F-19A,3.0,33.7
21,ANDREW CORPORATION,UHP12-19,3.6,35.4
21,ANDREW CORPORATION,UHP12-19A,3.6,35.4
21,ANDREW CORPORATION,UHP12F-19,3.6,35.4
21,ANDREW CORPORATION,UHP8-19,2.4,31.9
21,ANDREW CORPORATION,UHP8-19A,2.4,31.9
21,ANDREW CORPORATION,UHP8F-19,2.4,31.9
21,GABRIEL ELECTRONICS. INC.,GHA10W-19,3.0,33.8
21,GABRIEL ELECTRONICS. INC.,GHA10W-19A,3.0,33.8
21,GABRIEL ELECTRONICS. INC.,GHA12W-19,3.6,35.4
21,GABRIEL ELECTRONICS. INC.,GHA12W-19A,3.6,35.4
21,GABRIEL ELECTRONICS. INC.,GHA4W-19,1.2,25.7
21,GABRIEL ELECTRONICS. INC.,GHA8W-19,2.4,31.9
21,GABRIEL ELECTRONICS. INC.,GHA8W-19A,2.4,31.9
21,GABRIEL ELECTRONICS. INC.,GHF10W-19,3.0,33.8
21,GABRIEL ELECTRONICS. INC.,GHF10W-19A,3.0,33.8
21,GABRIEL ELECTRONICS. INC.,GHF12W-19,3.6,35.4
21,GABRIEL ELECTRONICS. INC.,GHF12W-19A,3.6,35.4
21,GABRIEL ELECTRONICS. INC.,GHF4W-19,1.2,25.7
21,GABRIEL ELECTRONICS. INC.,GHF6W-19,1.8,29.4
21,GABRIEL ELECTRONICS. INC.,GHF6W-19A,1.8,29.4
21,GABRIEL ELECTRONICS. INC.,GHF8W-19,2.4,31.9
21,GABRIEL ELECTRONICS. INC.,HP10W-19SE,3.0,33.6
21,GABRIEL ELECTRONICS. INC.,HP12W-19SE,3.6,35.2
21,GABRIEL ELECTRONICS. INC.,HP6W-19SE,1.8,29.1
21,GABRIEL ELECTRONICS. INC.,HP8W-19SE,2.4,31.7
21,GABRIEL ELECTRONICS. INC.,HPF10W-19SE,3.0,33.6
21,GABRIEL ELECTRONICS. INC.,HPF12W-19SE,3.6,35.2
21,GABRIEL ELECTRONICS. INC.,HPF4W-19SE,1.2,25.3
21,GABRIEL ELECTRONICS. INC.,HPF6W-19SE,1.8,29.1
21,GABRIEL ELECTRONICS. INC.,HPF8W-19SE,2.4,31.7
21,GABRIEL ELECTRONICS. INC.,RF10W-19SE,3.0,33.9
21,GABRIEL ELECTRONICS. INC.,RFF10W-19SE,3.0,33.9
21,GABRIEL ELECTRONICS. INC.,RFF6W-19A,1.8,29.4
21,GABRIEL ELECTRONICS. INC.,RFF6W-19B,1.8,29.5
21,GABRIEL ELECTRONICS. INC.,RFF8W-19A,2.4,32.0
21,GABRIEL ELECTRONICS. INC.,RFF8W-19SE,2.4,31.9
21,MARK ANTENNAS DIV. RSINC.,HP-22A120,3.0,34.1
21,MARK ANTENNAS DIV. RSINC.,HP-22A144,3.6,35.9
21,MARK ANTENNAS DIV. RSINC.,HP-22A72,1.8,29.7
21,MARK ANTENNAS DIV. RSINC.,HP-22A96,2.4,32.2
21,MARK ANTENNAS DIV. RSINC.,MHP-22B120,3.0,34.4
21,MARK ANTENNAS DIV. RSINC.,MHP-22B144,3.6,35.6
21,MARK ANTENNAS DIV. RSINC.,MHP-22B48,1.2,26.6
21,MARK ANTENNAS DIV. RSINC.,MHP-22B72,1.8,29.9
21,MARK ANTENNAS DIV. RSINC.,MHP-22B96,2.4,32.4
21,MARK ANTENNAS DIV. RSINC.,P-22A120,3.0,34.3
21,MARK ANTENNAS DIV. RSINC.,P-22A120G,3.0,34.1
21,MARK ANTENNAS DIV. RSINC.,P-22A144,3.6,36.3
21,MARK ANTENNAS DIV. RSINC.,P-22A144G,3.6,35.5
21,MARK ANTENNAS DIV. RSINC.,P-22A180G,4.5,37.5
21,MARK ANTENNAS DIV. RSINC.,P-22A24,0.6,19.9
21,MARK ANTENNAS DIV. RSINC.,P-22A36G,0.9,23.5
21,MARK ANTENNAS DIV. RSINC.,P-22A48,1.2,26.7
21,MARK ANTENNAS DIV. RSINC.,P-22A48G-1,1.2,26.2
21,MARK ANTENNAS DIV. RSINC.,P-22A48G-2,1.2,26.2
21,MARK ANTENNAS DIV. RSINC.,P-22A72,1.8,29.5
21,MARK ANTENNAS DIV. RSINC.,P-22A72G,1.8,29.5
21,MARK ANTENNAS DIV. RSINC.,P-22A96,2.4,32.4
21,MARK ANTENNAS DIV. RSINC.,P-22A96G,2.4,32.0
21,MARK ANTENNAS DIV. RSINC.,PT-22A96,2.4,28.9
21,GABRIEL ELECTRONICS. INC.,GHA10-19,3.0,33.7
21,GABRIEL ELECTRONICS. INC.,GHA12-19,3.6,35.1
21,GABRIEL ELECTRONICS. INC.,GHA4-19,1.2,25.7
21,GABRIEL ELECTRONICS. INC.,GHA6-19,1.8,29.3
21,GABRIEL ELECTRONICS. INC.,GHA8-19,2.4,31.8
21,GABRIEL ELECTRONICS. INC.,GHF10-19,3.0,33.7
21,GABRIEL ELECTRONICS. INC.,GHF12-19,3.6,35.1
21,GABRIEL ELECTRONICS. INC.,GHF4-19,1.2,25.7
21,GABRIEL ELECTRONICS. INC.,GHF6-19,1.8,29.3
21,GABRIEL ELECTRONICS. INC.,GHF8-19,2.4,31.8
21,MARK ANTENNAS DIV. RSINC.,P-19A24,0.6,19.7
21,MARK ANTENNAS DIV. RSINC.,P-19A36G,0.9,23.3
21,MARK ANTENNAS DIV. RSINC.,P-22WA36G,0.9,23.2
21,MARK ANTENNAS DIV. RSINC.,PT-19A96,2.4,28.7
21,MARK ANTENNAS DIV. RSINC.,PT-22WA96,2.4,28.7
21,MARK ANTENNAS DIV. RSINC.,TVL-19A24,0.6,19.3
21,MARK ANTENNAS DIV. RSINC.,TVL-19A48,1.2,26.6
21,ANDREW CORPORATION,GP10F-21A,3.0,34.2
21,ANDREW CORPORATION,GP15F-21,4.5,37.5
21,ANDREW CORPORATION,GP15F-21,4.5,37.6
21,ANDREW CORPORATION,GP6F-21A,1.8,29.8
21,ANDREW CORPORATION,GP8F-21A,2.4,32.2
21,ANDREW CORPORATION,GPL10-21A,3.0,34.1
21,ANDREW CORPORATION,GPL12-21A,3.6,35.7
21,ANDREW CORPORATION,GPL15-21A,4.5,37.6
21,ANDREW CORPORATION,GPL8-21A,2.4,32.2
21,ANDREW CORPORATION,HP10-21B,3.0,34.1
21,ANDREW CORPORATION,HP10F-21A,3.0,34.0
21,ANDREW CORPORATION,HP12-21B,3.6,35.7
21,ANDREW CORPORATION,HP12F-21A,3.6,35.6
21,ANDREW CORPORATION,HP15-21B,4.5,37.6
21,ANDREW CORPORATION,HP6-21B,1.8,29.7
21,ANDREW CORPORATION,HP6F-21B,1.8,29.7
21,ANDREW CORPORATION,HP8-21B,2.4,32.2
21,ANDREW CORPORATION,HP8F-21A,2.4,32.1
21,ANDREW CORPORATION,P10F-21C,3.0,34.2
21,ANDREW CORPORATION,P4F-21D,1.2,26.6
21,ANDREW CORPORATION,P6F-21C,1.8,30.0
21,ANDREW CORPORATION,P6F-21CB,1.8,29.7
21,ANDREW CORPORATION,P8F-21C,2.4,32.5
21,ANDREW CORPORATION,PL10-21A,3.0,34.1
21,ANDREW CORPORATION,PL12-21A,3.6,35.7
21,ANDREW CORPORATION,PL15-21A,4.5,37.6
21,ANDREW CORPORATION,PL4-21C,1.2,26.6
21,ANDREW CORPORATION,PL6-21A,1.8,31.0
21,ANDREW CORPORATION,PL6-21C,1.8,30.0
21,ANDREW CORPORATION,PL6F-21A,1.8,31.0
21,ANDREW CORPORATION,PL8-21A,2.4,32.2
21,ANDREW CORPORATION,UHP10(F)-21,3.0,33.9
21,ANDREW CORPORATION,UHP10F-21,3.0,33.9
21,ANDREW CORPORATION,UHP12-21,3.6,35.6
21,ANDREW CORPORATION,UHP12F-21,3.6,35.6
21,ANDREW CORPORATION,UHP8-21,2.4,32.1
21,ANDREW CORPORATION,UHP8F-21,2.4,32.1
21,ANDREW CORPORATION,UHX10-21,3.0,34.0
21,ANDREW CORPORATION,UHX10-21,3.0,34.0
21,ANDREW CORPORATION,UHX12-21,3.6,35.6
21,ANDREW CORPORATION,UHX12-21,3.6,35.6
21,ANDREW CORPORATION,UHX8-21,2.4,32.1
21,ANDREW CORPORATION,UHX8-21,2.4,32.1
21,GABRIEL ELECTRONICS. INC.,GHA10-21,3.0,34.2
21,GABRIEL ELECTRONICS. INC.,GHA10-21A,3.0,34.1
21,GABRIEL ELECTRONICS. INC.,GHA12-21,3.6,35.7
21,GABRIEL ELECTRONICS. INC.,GHA4-21,1.2,26.1
21,GABRIEL ELECTRONICS. INC.,GHA4-21A,1.2,26.0
21,GABRIEL ELECTRONICS. INC.,GHA6-21,1.8,29.7
21,GABRIEL ELECTRONICS. INC.,GHA6-21A,1.8,29.7
21,GABRIEL ELECTRONICS. INC.,GHA6A-21,1.8,29.9
21,GABRIEL ELECTRONICS. INC.,GHA8-21,2.4,32.2
21,GABRIEL ELECTRONICS. INC.,GHF10-21,3.0,34.2
21,GABRIEL ELECTRONICS. INC.,GHF10-21A,3.0,34.1
21,GABRIEL ELECTRONICS. INC.,GHF12-21,3.6,35.7
21,GABRIEL ELECTRONICS. INC.,GHF4-21,1.2,26.1
21,GABRIEL ELECTRONICS. INC.,GHF4-21A,1.2,26.0
21,GABRIEL ELECTRONICS. INC.,GHF6-21,1.8,29.7
21,GABRIEL ELECTRONICS. INC.,GHF6-21A,1.8,29.7
21,GABRIEL ELECTRONICS. INC.,GHF6A-21,1.8,29.9
21,GABRIEL ELECTRONICS. INC.,GHF8-21,2.4,32.2
21,GABRIEL ELECTRONICS. INC.,RF10P-2J21A,3.0,34.2
21,GABRIEL ELECTRONICS. INC.,RF12P-2J21A,3.6,35.8
21,GABRIEL ELECTRONICS. INC.,RF4P-2J21A,1.2,26.1
21,GABRIEL ELECTRONICS. INC.,RF6P-2J21B,1.8,29.8
21,GABRIEL ELECTRONICS. INC.,RF8P-2J21A,2.4,32.3
21,GABRIEL ELECTRONICS. INC.,RFF10-21A,3.0,34.2
21,GABRIEL ELECTRONICS. INC.,RFF12-21A,3.6,35.8
21,GABRIEL ELECTRONICS. INC.,RFF4-21A,1.2,26.1
21,GABRIEL ELECTRONICS. INC.,RFF6-21A,1.8,29.8
21,GABRIEL ELECTRONICS. INC.,RFF8-21A,2.4,32.3
21,GABRIEL ELECTRONICS. INC.,USF10-21A,3.0,33.7
21,GABRIEL ELECTRONICS. INC.,USF10-21B,3.0,33.8
21,GABRIEL ELECTRONICS. INC.,USF12-21A,3.6,35.4
21,GABRIEL ELECTRONICS. INC.,USF6-21,1.8,29.6
21,GABRIEL ELECTRONICS. INC.,USF6-21A,1.8,29.4
21,GABRIEL ELECTRONICS. INC.,USF8-21A,2.4,32.0
21,GABRIEL ELECTRONICS. INC.,USF8-21B,2.4,31.9
21,GABRIEL ELECTRONICS. INC.,USP10-21A,3.0,33.7
21,GABRIEL ELECTRONICS. INC.,USP10-21B,3.0,33.8
21,GABRIEL ELECTRONICS. INC.,USP12-21,3.6,35.4
21,GABRIEL ELECTRONICS. INC.,USP6-21,1.8,29.6
21,GABRIEL ELECTRONICS. INC.,USP6-21A,1.8,29.4
21,GABRIEL ELECTRONICS. INC.,USP8-21A,2.4,32.0
21,GABRIEL ELECTRONICS. INC.,USP8-21B,2.4,31.9
21,MARK ANTENNAS DIV. RSINC.,HP-21A120,3.0,34.6
21,MARK ANTENNAS DIV. RSINC.,HP-21A144,3.6,36.1
21,MARK ANTENNAS DIV. RSINC.,HP-21A48,1.2,26.5
21,MARK ANTENNAS DIV. RSINC.,HP-21A72,1.8,30.0
21,MARK ANTENNAS DIV. RSINC.,HP-21A96,2.4,33.0
21,MARK ANTENNAS DIV. RSINC.,P-21A120,3.0,34.6
21,MARK ANTENNAS DIV. RSINC.,P-21A120G,3.0,34.2
21,MARK ANTENNAS DIV. RSINC.,P-21A144,3.6,35.8
21,MARK ANTENNAS DIV. RSINC.,P-21A144G,3.6,35.5
21,MARK ANTENNAS DIV. RSINC.,P-21A180G,4.5,37.5
21,MARK ANTENNAS DIV. RSINC.,P-21A24,0.6,20.1
21,MARK ANTENNAS DIV. RSINC.,P-21A48,1.2,26.7
21,MARK ANTENNAS DIV. RSINC.,P-21A48G-1,1.2,26.7
21,MARK ANTENNAS DIV. RSINC.,P-21A48G-2,1.2,26.7
21,MARK ANTENNAS DIV. RSINC.,P-21A72,1.8,30.5
21,MARK ANTENNAS DIV. RSINC.,P-21A72G,1.8,29.9
21,MARK ANTENNAS DIV. RSINC.,P-21A96,2.4,32.8
21,MARK ANTENNAS DIV. RSINC.,P-21A96G,2.4,32.4
21,MARK ANTENNAS DIV. RSINC.,PA-21A72,1.8,30.4
21,MARK ANTENNAS DIV. RSINC.,PA-21B72G,1.8,29.9
21,MARK ANTENNAS DIV. RSINC.,PT-21A96,2.4,29.3
21,GABRIEL ELECTRONICS. INC.,GHA12-21EX,3.6,35.8
21,GABRIEL ELECTRONICS. INC.,GHF12-21EX,3.6,35.8
21,MARK ANTENNAS DIV. RSINC.,P-21A36G,0.9,23.8
21,GABRIEL ELECTRONICS. INC.,GHA10-22,3.0,34.5
21,GABRIEL ELECTRONICS. INC.,GHA12-22,3.6,36.1
21,GABRIEL ELECTRONICS. INC.,GHA4-22,1.2,26.5
21,GABRIEL ELECTRONICS. INC.,GHA4-22A,1.2,26.5
21,GABRIEL ELECTRONICS. INC.,GHA6-22,1.8,30.0
21,GABRIEL ELECTRONICS. INC.,GHA8-22,2.4,32.5
21,GABRIEL ELECTRONICS. INC.,GHF10-22,3.0,34.5
21,GABRIEL ELECTRONICS. INC.,GHF12-22,3.6,36.1
21,GABRIEL ELECTRONICS. INC.,GHF4-22,1.2,26.5
21,GABRIEL ELECTRONICS. INC.,GHF4-22A,1.2,26.5
21,GABRIEL ELECTRONICS. INC.,GHF6-22,1.8,30.0
21,GABRIEL ELECTRONICS. INC.,GHF8-22,2.4,32.5
21,GABRIEL ELECTRONICS. INC.,HP10P-22A,3.0,34.3
21,GABRIEL ELECTRONICS. INC.,HP12P-22A,3.6,35.9
21,GABRIEL ELECTRONICS. INC.,HP6P-22(SE),1.8,30.0
21,GABRIEL ELECTRONICS. INC.,HP6P-22A,1.8,29.7
21,GABRIEL ELECTRONICS. INC.,HP8P-22SE,2.4,32.3
21,GABRIEL ELECTRONICS. INC.,HPF10-22,3.0,34.3
21,GABRIEL ELECTRONICS. INC.,HPF12-22,3.6,35.9
21,GABRIEL ELECTRONICS. INC.,HPF6-22(SE),1.8,30.0
21,GABRIEL ELECTRONICS. INC.,HPF6-22A,1.8,29.7
21,GABRIEL ELECTRONICS. INC.,HPF8-22,2.4,32.3
21,GABRIEL ELECTRONICS. INC.,RF10-22A,3.0,34.6
21,GABRIEL ELECTRONICS. INC.,RF10P-22(SE),3.0,34.5
21,GABRIEL ELECTRONICS. INC.,RF12-22A,3.6,36.2
21,GABRIEL ELECTRONICS. INC.,RF12-22SE,3.6,36.1
21,GABRIEL ELECTRONICS. INC.,RF4-22A,1.2,26.6
21,GABRIEL ELECTRONICS. INC.,RF4P-22(SE),1.2,26.5
21,GABRIEL ELECTRONICS. INC.,RF6-22A,1.8,30.1
21,GABRIEL ELECTRONICS. INC.,RF8-22SE,2.4,32.6
21,GABRIEL ELECTRONICS. INC.,RFF10-22(SE),3.0,34.5
21,GABRIEL ELECTRONICS. INC.,RFF10-22A,3.0,34.6
21,GABRIEL ELECTRONICS. INC.,RFF12-22,3.6,36.2
21,GABRIEL ELECTRONICS. INC.,RFF4-22(SE),1.2,26.5
21,GABRIEL ELECTRONICS. INC.,RFF4-22A,1.2,26.6
21,GABRIEL ELECTRONICS. INC.,RFF6-22A,1.8,30.1
21,GABRIEL ELECTRONICS. INC.,RFF8-22,2.4,32.6
22,GABRIEL ELECTRONICS. INC.,GHA6A-L23,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,GHF6A-L23,1.8,30.7
22,MARK ANTENNAS DIV. RSINC.,P-24LA48G-1,1.2,27.5
22,MARK ANTENNAS DIV. RSINC.,P-24LA48G-2,1.2,27.5
22,MARK ANTENNAS DIV. RSINC.,P-24LA72G,1.8,30.8
22,MARK ANTENNAS DIV. RSINC.,P-24LA96KG,2.4,33.5
22,ANDREW CORPORATION,KPR10F-23,3.0,33.7
22,ANDREW CORPORATION,KPR13F-23,3.9,36.8
22,ANDREW CORPORATION,KPR3F-23,0.9,23.6
22,ANDREW CORPORATION,KPR4F-23,1.2,27.3
22,ANDREW CORPORATION,KPR6F-23,1.8,31.3
22,ANDREW CORPORATION,KPR8F-23,2.4,32.4
22,ANDREW CORPORATION,FP10-13D,3.0,34.8
22,ANDREW CORPORATION,FP10F-23,3.0,34.7
22,ANDREW CORPORATION,FP10F-23D,3.0,34.8
22,ANDREW CORPORATION,FP12-23D,3.6,36.4
22,ANDREW CORPORATION,FP12F-23,3.6,36.3
22,ANDREW CORPORATION,FP12F-23D,3.6,36.4
22,ANDREW CORPORATION,FP4-23D,1.2,26.7
22,ANDREW CORPORATION,FP4F-23,1.2,26.4
22,ANDREW CORPORATION,FP4F-23D,1.2,26.7
22,ANDREW CORPORATION,FP6-23D,1.8,30.4
22,ANDREW CORPORATION,FP6F-23,1.8,30.3
22,ANDREW CORPORATION,FP6F-23D,1.8,30.4
22,ANDREW CORPORATION,FP8-23D,2.4,32.7
22,ANDREW CORPORATION,FP8F-23,2.4,32.6
22,ANDREW CORPORATION,FP8F-23D,2.4,32.7
22,ANDREW CORPORATION,FPX10-23,3.0,33.9
22,ANDREW CORPORATION,FPX12-23,3.6,35.6
22,ANDREW CORPORATION,FPX12-23C,3.6,35.6
22,ANDREW CORPORATION,FPX6-23,1.8,29.2
22,ANDREW CORPORATION,FPX6-23C,1.8,29.2
22,ANDREW CORPORATION,FPX8-23,2.4,31.8
22,ANDREW CORPORATION,FPX8-23C,2.4,31.8
22,ANDREW CORPORATION,GP10F-23D,3.0,35.0
22,ANDREW CORPORATION,GP6F-23D,1.8,30.6
22,ANDREW CORPORATION,KP10-23B,3.0,34.9
22,ANDREW CORPORATION,KP10F-23,3.0,34.8
22,ANDREW CORPORATION,KP10F-23B,3.0,34.8
22,ANDREW CORPORATION,KP13-23B,3.9,37.3
22,ANDREW CORPORATION,KP13F-23,3.9,37.2
22,ANDREW CORPORATION,KP3F-23,0.9,25.1
22,ANDREW CORPORATION,KP4-23A,1.2,27.5
22,ANDREW CORPORATION,KP4F-23,1.2,27.5
22,ANDREW CORPORATION,KP4F-23A,1.2,27.5
22,ANDREW CORPORATION,KP6-23B,1.8,31.4
22,ANDREW CORPORATION,KP6F-23,1.8,31.3
22,ANDREW CORPORATION,KP8-23B,2.4,33.0
22,ANDREW CORPORATION,KP8F-23,2.4,32.9
22,ANDREW CORPORATION,P10F-23E,3.0,35.3
22,ANDREW CORPORATION,P2F-23,0.6,21.6
22,ANDREW CORPORATION,P4F-23,1.2,27.3
22,ANDREW CORPORATION,P4F-23E,1.2,27.3
22,ANDREW CORPORATION,P6F-23E,1.8,30.8
22,ANDREW CORPORATION,P8F-23E,2.4,33.4
22,ANDREW CORPORATION,PL10F-23,3.0,35.3
22,ANDREW CORPORATION,PL12F-23,3.6,36.9
22,ANDREW CORPORATION,PL6F-23,1.8,30.8
22,ANDREW CORPORATION,PL8-23D,2.4,33.4
22,ANDREW CORPORATION,PL8F-23,2.4,33.4
22,GABRIEL ELECTRONICS. INC.,GHA10-23,3.0,35.0
22,GABRIEL ELECTRONICS. INC.,GHA10-23A,3.0,35.0
22,GABRIEL ELECTRONICS. INC.,GHA12-23A,3.6,36.6
22,GABRIEL ELECTRONICS. INC.,GHA12-23B,3.6,36.6
22,GABRIEL ELECTRONICS. INC.,GHA4-23,1.2,27.1
22,GABRIEL ELECTRONICS. INC.,GHA4-23A,1.2,27.1
22,GABRIEL ELECTRONICS. INC.,GHA6-23,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,GHA6-23A,1.8,30.6
22,GABRIEL ELECTRONICS. INC.,GHA6A-23,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,GHA8-23,2.4,33.1
22,GABRIEL ELECTRONICS. INC.,GHA8-23A,2.4,33.1
22,GABRIEL ELECTRONICS. INC.,GHF10-23,3.0,35.0
22,GABRIEL ELECTRONICS. INC.,GHF10-23A,3.0,35.0
22,GABRIEL ELECTRONICS. INC.,GHF12-23A,3.6,36.6
22,GABRIEL ELECTRONICS. INC.,GHF12-23B,3.6,36.6
22,GABRIEL ELECTRONICS. INC.,GHF3-23,0.9,24.6
22,GABRIEL ELECTRONICS. INC.,GHF4-23,1.2,27.1
22,GABRIEL ELECTRONICS. INC.,GHF4-23A,1.2,27.1
22,GABRIEL ELECTRONICS. INC.,GHF6-23,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,GHF6-23A,1.8,30.6
22,GABRIEL ELECTRONICS. INC.,GHF6A-23,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,GHF6A-23A,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,GHF8-23,2.4,33.1
22,GABRIEL ELECTRONICS. INC.,GHF8-23A,2.4,33.1
22,GABRIEL ELECTRONICS. INC.,HP10-23 SE,3.0,35.1
22,GABRIEL ELECTRONICS. INC.,HP10-23A,3.0,34.8
22,GABRIEL ELECTRONICS. INC.,HP12-23 SE,3.6,36.6
22,GABRIEL ELECTRONICS. INC.,HP12-23A,3.6,36.4
22,GABRIEL ELECTRONICS. INC.,HP4-23ASE,1.2,26.7
22,GABRIEL ELECTRONICS. INC.,HP6-23 SE,1.8,30.5
22,GABRIEL ELECTRONICS. INC.,HP6-23A,1.8,30.3
22,GABRIEL ELECTRONICS. INC.,HP8-23 SE,2.4,33.1
22,GABRIEL ELECTRONICS. INC.,HP8-23A,2.4,32.9
22,GABRIEL ELECTRONICS. INC.,HPF10-23 SE,3.0,35.1
22,GABRIEL ELECTRONICS. INC.,HPF10-23A,3.0,34.8
22,GABRIEL ELECTRONICS. INC.,HPF12-23 SE,3.6,36.6
22,GABRIEL ELECTRONICS. INC.,HPF12-23A,3.6,36.4
22,GABRIEL ELECTRONICS. INC.,HPF4-23ASE,1.2,26.7
22,GABRIEL ELECTRONICS. INC.,HPF6-23 SE,1.8,30.5
22,GABRIEL ELECTRONICS. INC.,HPF6-23A,1.8,30.3
22,GABRIEL ELECTRONICS. INC.,HPF8-23 SE,2.4,33.2
22,GABRIEL ELECTRONICS. INC.,HPF8-23A,2.4,32.9
22,GABRIEL ELECTRONICS. INC.,RF10-23 SE,3.0,35.1
22,GABRIEL ELECTRONICS. INC.,RF10-23A,3.0,35.1
22,GABRIEL ELECTRONICS. INC.,RF12-23 SE,3.6,36.7
22,GABRIEL ELECTRONICS. INC.,RF12-23A,3.6,36.7
22,GABRIEL ELECTRONICS. INC.,RF2.5-23,1.5,23.0
22,GABRIEL ELECTRONICS. INC.,RF2.5-23A,1.5,23.0
22,GABRIEL ELECTRONICS. INC.,RF2-23,0.6,21.0
22,GABRIEL ELECTRONICS. INC.,RF2-23A,0.6,21.0
22,GABRIEL ELECTRONICS. INC.,RF4-23 SE,1.2,27.2
22,GABRIEL ELECTRONICS. INC.,RF4-23A,1.2,27.2
22,GABRIEL ELECTRONICS. INC.,RF6-23 SE,1.8,30.8
22,GABRIEL ELECTRONICS. INC.,RF6-23A,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,RF8-23 SE,2.4,33.2
22,GABRIEL ELECTRONICS. INC.,RF8-23A,2.4,33.2
22,GABRIEL ELECTRONICS. INC.,RFF10-23 SE,3.0,35.1
22,GABRIEL ELECTRONICS. INC.,RFF10-23A,3.0,35.1
22,GABRIEL ELECTRONICS. INC.,RFF12-23 SE,3.6,36.7
22,GABRIEL ELECTRONICS. INC.,RFF12-23A,3.6,36.7
22,GABRIEL ELECTRONICS. INC.,RFF2.5-23A,1.5,23.0
22,GABRIEL ELECTRONICS. INC.,RFF2.5-23B,1.5,23.0
22,GABRIEL ELECTRONICS. INC.,RFF2-23A,0.6,21.0
22,GABRIEL ELECTRONICS. INC.,RFF2-23B,0.6,21.0
22,GABRIEL ELECTRONICS. INC.,RFF4-23 SE,1.2,27.2
22,GABRIEL ELECTRONICS. INC.,RFF4-23A,1.2,27.2
22,GABRIEL ELECTRONICS. INC.,RFF6-23 SE,1.8,30.8
22,GABRIEL ELECTRONICS. INC.,RFF6-23A,1.8,30.7
22,GABRIEL ELECTRONICS. INC.,RFF8-23 SE,2.4,33.2
22,GABRIEL ELECTRONICS. INC.,RFF8-23A,2.4,33.2
22,GABRIEL ELECTRONICS. INC.,RFF8-23A,2.4,33.2
22,GABRIEL ELECTRONICS. INC.,USF10-23,3.0,34.7
22,GABRIEL ELECTRONICS. INC.,USF8-23,2.4,32.8
22,GABRIEL ELECTRONICS. INC.,USP10-23A,3.0,34.7
22,GABRIEL ELECTRONICS. INC.,USP8-23A,2.4,32.8
22,MARK ANTENNAS DIV. RSINC.,HP-24A48,1.2,27.1
22,MARK ANTENNAS DIV. RSINC.,MHP-24A120,3.0,35.1
22,MARK ANTENNAS DIV. RSINC.,MHP-24A144,3.6,36.7
22,MARK ANTENNAS DIV. RSINC.,MHP-24A96,2.4,33.1
22,MARK ANTENNAS DIV. RSINC.,P-24A120G,3.0,35.1
22,MARK ANTENNAS DIV. RSINC.,P-24A144G,3.6,36.8
22,MARK ANTENNAS DIV. RSINC.,P-24A24,0.6,21.1
22,MARK ANTENNAS DIV. RSINC.,P-24A36G,0.9,25.7
22,MARK ANTENNAS DIV. RSINC.,P-24A48,1.2,27.1
